"","X","id","submitter","authors","title","comments","journal.ref","doi","report.no","categories","license","abstract","versions","update_date","authors_parsed","v1_date"
"351",351,"0705.1244","Marc Schoenauer","Marc Schoenauer
  (INRIA Futurs","Evolving Symbolic Controllers","","Dans 4th European Workshop on Evolutionary Robotics, 2611 (2003)
  638-650","","","cs.AI","","  The idea of symbolic controllers tries to bridge the gap between the top-down
manual design of the controller architecture, as advocated in Brooks'
subsumption architecture, and the bottom-up designer-free approach that is now
standard within the Evolutionary Robotics community. The designer provides a
set of elementary behavior, and evolution is given the goal of assembling them
to solve complex tasks. Two experiments are presented, demonstrating the
efficiency and showing the recursiveness of this approach. In particular, the
sensitivity with respect to the proposed elementary behaviors, and the
robustness w.r.t. generalization of the resulting controllers are studied in
detail.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 09:53:31 GMT'}]","2007-05-23","[['Godzik', 'Nicolas', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Schoenauer', 'Marc', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Sebag', 'Michèle', '', 'INRIA Futurs, LRI']]","2007-05-09"
"352",352,"0705.1244","Marc Schoenauer","INRIA Rocquencourt)","Evolving Symbolic Controllers","","Dans 4th European Workshop on Evolutionary Robotics, 2611 (2003)
  638-650","","","cs.AI","","  The idea of symbolic controllers tries to bridge the gap between the top-down
manual design of the controller architecture, as advocated in Brooks'
subsumption architecture, and the bottom-up designer-free approach that is now
standard within the Evolutionary Robotics community. The designer provides a
set of elementary behavior, and evolution is given the goal of assembling them
to solve complex tasks. Two experiments are presented, demonstrating the
efficiency and showing the recursiveness of this approach. In particular, the
sensitivity with respect to the proposed elementary behaviors, and the
robustness w.r.t. generalization of the resulting controllers are studied in
detail.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 09:53:31 GMT'}]","2007-05-23","[['Godzik', 'Nicolas', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Schoenauer', 'Marc', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Sebag', 'Michèle', '', 'INRIA Futurs, LRI']]","2007-05-09"
"353",353,"0705.1244","Marc Schoenauer","Mich\`ele Sebag (INRIA Futurs","Evolving Symbolic Controllers","","Dans 4th European Workshop on Evolutionary Robotics, 2611 (2003)
  638-650","","","cs.AI","","  The idea of symbolic controllers tries to bridge the gap between the top-down
manual design of the controller architecture, as advocated in Brooks'
subsumption architecture, and the bottom-up designer-free approach that is now
standard within the Evolutionary Robotics community. The designer provides a
set of elementary behavior, and evolution is given the goal of assembling them
to solve complex tasks. Two experiments are presented, demonstrating the
efficiency and showing the recursiveness of this approach. In particular, the
sensitivity with respect to the proposed elementary behaviors, and the
robustness w.r.t. generalization of the resulting controllers are studied in
detail.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 09:53:31 GMT'}]","2007-05-23","[['Godzik', 'Nicolas', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Schoenauer', 'Marc', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Sebag', 'Michèle', '', 'INRIA Futurs, LRI']]","2007-05-09"
"354",354,"0705.1244","Marc Schoenauer","LRI)","Evolving Symbolic Controllers","","Dans 4th European Workshop on Evolutionary Robotics, 2611 (2003)
  638-650","","","cs.AI","","  The idea of symbolic controllers tries to bridge the gap between the top-down
manual design of the controller architecture, as advocated in Brooks'
subsumption architecture, and the bottom-up designer-free approach that is now
standard within the Evolutionary Robotics community. The designer provides a
set of elementary behavior, and evolution is given the goal of assembling them
to solve complex tasks. Two experiments are presented, demonstrating the
efficiency and showing the recursiveness of this approach. In particular, the
sensitivity with respect to the proposed elementary behaviors, and the
robustness w.r.t. generalization of the resulting controllers are studied in
detail.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 09:53:31 GMT'}]","2007-05-23","[['Godzik', 'Nicolas', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Schoenauer', 'Marc', '', 'INRIA Futurs, INRIA Rocquencourt'], ['Sebag', 'Michèle', '', 'INRIA Futurs, LRI']]","2007-05-09"
"355",355,"0705.1281","Denys Dutykh","Denys Dutykh (1)","Viscous potential free-surface flows in a fluid layer of finite depth","6 pages, published at CRAS. Other author's papers can be downloaded
  at http://www.cmla.ens-cachan.fr/~dutykh","Comptes Rendus Mathematique (2007), Vol. 345, Issue 2, pp. 113-118","10.1016/j.crma.2007.06.007","","physics.ao-ph math-ph math.MP nlin.SI physics.class-ph physics.flu-dyn physics.gen-ph","","  It is shown how to model weakly dissipative free-surface flows using the
classical potential flow approach. The Helmholtz-Leray decomposition is applied
to the linearized 3D Navier-Stokes equations. The governing equations are
treated using Fourier--Laplace transforms. We show how to express the vortical
component of the velocity only in terms of the potential and free-surface
elevation. A new predominant nonlocal viscous term is derived in the bottom
kinematic boundary condition. The resulting formulation is simple and does not
involve any correction procedure as in previous viscous potential flow theories
[Joseph2004]. Corresponding long wave model equations are derived.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 13:22:31 GMT'}, {'version': 'v2', 'created': 'Sun, 10 Jun 2007 08:36:01 GMT'}, {'version': 'v3', 'created': 'Thu, 2 Aug 2007 07:26:47 GMT'}]","2020-02-20","[['Dutykh', 'Denys', '', 'ENS Cachan, CMLA'], ['Dias', 'Frederic', '', 'ENS Cachan, CMLA']]","2007-05-09"
"356",356,"0705.1281","Denys Dutykh","Frederic Dias (1) ((1) ENS Cachan","Viscous potential free-surface flows in a fluid layer of finite depth","6 pages, published at CRAS. Other author's papers can be downloaded
  at http://www.cmla.ens-cachan.fr/~dutykh","Comptes Rendus Mathematique (2007), Vol. 345, Issue 2, pp. 113-118","10.1016/j.crma.2007.06.007","","physics.ao-ph math-ph math.MP nlin.SI physics.class-ph physics.flu-dyn physics.gen-ph","","  It is shown how to model weakly dissipative free-surface flows using the
classical potential flow approach. The Helmholtz-Leray decomposition is applied
to the linearized 3D Navier-Stokes equations. The governing equations are
treated using Fourier--Laplace transforms. We show how to express the vortical
component of the velocity only in terms of the potential and free-surface
elevation. A new predominant nonlocal viscous term is derived in the bottom
kinematic boundary condition. The resulting formulation is simple and does not
involve any correction procedure as in previous viscous potential flow theories
[Joseph2004]. Corresponding long wave model equations are derived.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 13:22:31 GMT'}, {'version': 'v2', 'created': 'Sun, 10 Jun 2007 08:36:01 GMT'}, {'version': 'v3', 'created': 'Thu, 2 Aug 2007 07:26:47 GMT'}]","2020-02-20","[['Dutykh', 'Denys', '', 'ENS Cachan, CMLA'], ['Dias', 'Frederic', '', 'ENS Cachan, CMLA']]","2007-05-09"
"357",357,"0705.1281","Denys Dutykh","CMLA)","Viscous potential free-surface flows in a fluid layer of finite depth","6 pages, published at CRAS. Other author's papers can be downloaded
  at http://www.cmla.ens-cachan.fr/~dutykh","Comptes Rendus Mathematique (2007), Vol. 345, Issue 2, pp. 113-118","10.1016/j.crma.2007.06.007","","physics.ao-ph math-ph math.MP nlin.SI physics.class-ph physics.flu-dyn physics.gen-ph","","  It is shown how to model weakly dissipative free-surface flows using the
classical potential flow approach. The Helmholtz-Leray decomposition is applied
to the linearized 3D Navier-Stokes equations. The governing equations are
treated using Fourier--Laplace transforms. We show how to express the vortical
component of the velocity only in terms of the potential and free-surface
elevation. A new predominant nonlocal viscous term is derived in the bottom
kinematic boundary condition. The resulting formulation is simple and does not
involve any correction procedure as in previous viscous potential flow theories
[Joseph2004]. Corresponding long wave model equations are derived.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 13:22:31 GMT'}, {'version': 'v2', 'created': 'Sun, 10 Jun 2007 08:36:01 GMT'}, {'version': 'v3', 'created': 'Thu, 2 Aug 2007 07:26:47 GMT'}]","2020-02-20","[['Dutykh', 'Denys', '', 'ENS Cachan, CMLA'], ['Dias', 'Frederic', '', 'ENS Cachan, CMLA']]","2007-05-09"
"358",358,"0705.1309","Marc Schoenauer","Alexandre Devert (INRIA Futurs)","Robust Multi-Cellular Developmental Design","","Dans Genetic and Evolutionary Computation COnference (2007)","","","cs.AI","","  This paper introduces a continuous model for Multi-cellular Developmental
Design. The cells are fixed on a 2D grid and exchange ""chemicals"" with their
neighbors during the growth process. The quantity of chemicals that a cell
produces, as well as the differentiation value of the cell in the phenotype,
are controlled by a Neural Network (the genotype) that takes as inputs the
chemicals produced by the neighboring cells at the previous time step. In the
proposed model, the number of iterations of the growth process is not
pre-determined, but emerges during evolution: only organisms for which the
growth process stabilizes give a phenotype (the stable state), others are
declared nonviable. The optimization of the controller is done using the NEAT
algorithm, that optimizes both the topology and the weights of the Neural
Networks. Though each cell only receives local information from its neighbors,
the experimental results of the proposed approach on the 'flags' problems (the
phenotype must match a given 2D pattern) are almost as good as those of a
direct regression approach using the same model with global information.
Moreover, the resulting multi-cellular organisms exhibit almost perfect
self-healing characteristics.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 15:33:34 GMT'}]","2007-05-23","[['Devert', 'Alexandre', '', 'INRIA Futurs'], ['Bredèche', 'Nicolas', '', 'INRIA Futurs'], ['Schoenauer', 'Marc', '', 'INRIA Futurs']]","2007-05-09"
"359",359,"0705.1309","Marc Schoenauer","Nicolas Bred\`eche (INRIA Futurs)","Robust Multi-Cellular Developmental Design","","Dans Genetic and Evolutionary Computation COnference (2007)","","","cs.AI","","  This paper introduces a continuous model for Multi-cellular Developmental
Design. The cells are fixed on a 2D grid and exchange ""chemicals"" with their
neighbors during the growth process. The quantity of chemicals that a cell
produces, as well as the differentiation value of the cell in the phenotype,
are controlled by a Neural Network (the genotype) that takes as inputs the
chemicals produced by the neighboring cells at the previous time step. In the
proposed model, the number of iterations of the growth process is not
pre-determined, but emerges during evolution: only organisms for which the
growth process stabilizes give a phenotype (the stable state), others are
declared nonviable. The optimization of the controller is done using the NEAT
algorithm, that optimizes both the topology and the weights of the Neural
Networks. Though each cell only receives local information from its neighbors,
the experimental results of the proposed approach on the 'flags' problems (the
phenotype must match a given 2D pattern) are almost as good as those of a
direct regression approach using the same model with global information.
Moreover, the resulting multi-cellular organisms exhibit almost perfect
self-healing characteristics.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 15:33:34 GMT'}]","2007-05-23","[['Devert', 'Alexandre', '', 'INRIA Futurs'], ['Bredèche', 'Nicolas', '', 'INRIA Futurs'], ['Schoenauer', 'Marc', '', 'INRIA Futurs']]","2007-05-09"
"360",360,"0705.1309","Marc Schoenauer","Marc Schoenauer (INRIA Futurs)","Robust Multi-Cellular Developmental Design","","Dans Genetic and Evolutionary Computation COnference (2007)","","","cs.AI","","  This paper introduces a continuous model for Multi-cellular Developmental
Design. The cells are fixed on a 2D grid and exchange ""chemicals"" with their
neighbors during the growth process. The quantity of chemicals that a cell
produces, as well as the differentiation value of the cell in the phenotype,
are controlled by a Neural Network (the genotype) that takes as inputs the
chemicals produced by the neighboring cells at the previous time step. In the
proposed model, the number of iterations of the growth process is not
pre-determined, but emerges during evolution: only organisms for which the
growth process stabilizes give a phenotype (the stable state), others are
declared nonviable. The optimization of the controller is done using the NEAT
algorithm, that optimizes both the topology and the weights of the Neural
Networks. Though each cell only receives local information from its neighbors,
the experimental results of the proposed approach on the 'flags' problems (the
phenotype must match a given 2D pattern) are almost as good as those of a
direct regression approach using the same model with global information.
Moreover, the resulting multi-cellular organisms exhibit almost perfect
self-healing characteristics.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 15:33:34 GMT'}]","2007-05-23","[['Devert', 'Alexandre', '', 'INRIA Futurs'], ['Bredèche', 'Nicolas', '', 'INRIA Futurs'], ['Schoenauer', 'Marc', '', 'INRIA Futurs']]","2007-05-09"
"361",361,"0705.1362","Hiroyasu Tajima","Hiroyasu Tajima (1)","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"362",362,"0705.1362","Hiroyasu Tajima","Stefano Finazzi (2)","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"363",363,"0705.1362","Hiroyasu Tajima","Johann Cohen-Tanugi (1)","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"364",364,"0705.1362","Hiroyasu Tajima","James Chiang (1 and 3)","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"365",365,"0705.1362","Hiroyasu Tajima","Tuneyoshi Kamae (1) ((1) Stanford Linear Accelerator
  Center","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"366",366,"0705.1362","Hiroyasu Tajima","(2) Scuola Normale Superiore","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"367",367,"0705.1362","Hiroyasu Tajima","(3) CRESST","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"368",368,"0705.1362","Hiroyasu Tajima","University of Maryland)","Studies of EGRET sources with a novel image restoration technique","5 pages, 3 figures. Presented at First GLAST Symposium, Stanford
  University, Stanford, CA, USA, February 5-8, 2007","AIPConf.Proc.921:187-189,2007","10.1063/1.2757299","SLAC-PUB-12508","astro-ph","","  We have developed an image restoration technique based on the Richardson-Lucy
algorithm optimized for GLAST-LAT image analysis. Our algorithm is original
since it utilizes the PSF (point spread function) that is calculated for each
event. This is critical for EGRET and GLAST-LAT image analysis since the PSF
depends on the energy and angle of incident gamma-rays and varies by more than
one order of magnitude. EGRET and GLAST-LAT image analysis also faces Poisson
noise due to low photon statistics. Our technique incorporates wavelet
filtering to minimize noise effects. We present studies of EGRET sources using
this novel image restoration technique for possible identification of extended
gamma-ray sources.
","[{'version': 'v1', 'created': 'Wed, 9 May 2007 21:16:43 GMT'}]","2008-11-26","[['Tajima', 'Hiroyasu', '', '1 and 3'], ['Finazzi', 'Stefano', '', '1 and 3'], ['Cohen-Tanugi', 'Johann', '', '1 and 3'], ['Chiang', 'James', '', '1 and 3'], ['Kamae', 'Tuneyoshi', '']]","2007-05-09"
"369",369,"0705.1455","Jerome Darmont","Fadila Bentayeb (ERIC)","Decision tree modeling with relational views","","LNAI, Vol. 2366 (06/2002) 423-431","","","cs.DB","","  Data mining is a useful decision support technique that can be used to
discover production rules in warehouses or corporate data. Data mining research
has made much effort to apply various mining algorithms efficiently on large
databases. However, a serious problem in their practical application is the
long processing time of such algorithms. Nowadays, one of the key challenges is
to integrate data mining methods within the framework of traditional database
systems. Indeed, such implementations can take advantage of the efficiency
provided by SQL engines. In this paper, we propose an integrating approach for
decision trees within a classical database system. In other words, we try to
discover knowledge from relational databases, in the form of production rules,
via a procedure embedding SQL queries. The obtained decision tree is defined by
successive, related relational views. Each view corresponds to a given
population in the underlying decision tree. We selected the classical Induction
Decision Tree (ID3) algorithm to build the decision tree. To prove that our
implementation of ID3 works properly, we successfully compared the output of
our procedure with the output of an existing and validated data mining
software, SIPINA. Furthermore, since our approach is tuneable, it can be
generalized to any other similar decision tree-based method.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 12:25:57 GMT'}]","2007-05-23","[['Bentayeb', 'Fadila', '', 'ERIC'], ['Darmont', 'Jérôme', '', 'ERIC']]","2007-05-10"
"370",370,"0705.1455","Jerome Darmont","J\'er\^ome Darmont (ERIC)","Decision tree modeling with relational views","","LNAI, Vol. 2366 (06/2002) 423-431","","","cs.DB","","  Data mining is a useful decision support technique that can be used to
discover production rules in warehouses or corporate data. Data mining research
has made much effort to apply various mining algorithms efficiently on large
databases. However, a serious problem in their practical application is the
long processing time of such algorithms. Nowadays, one of the key challenges is
to integrate data mining methods within the framework of traditional database
systems. Indeed, such implementations can take advantage of the efficiency
provided by SQL engines. In this paper, we propose an integrating approach for
decision trees within a classical database system. In other words, we try to
discover knowledge from relational databases, in the form of production rules,
via a procedure embedding SQL queries. The obtained decision tree is defined by
successive, related relational views. Each view corresponds to a given
population in the underlying decision tree. We selected the classical Induction
Decision Tree (ID3) algorithm to build the decision tree. To prove that our
implementation of ID3 works properly, we successfully compared the output of
our procedure with the output of an existing and validated data mining
software, SIPINA. Furthermore, since our approach is tuneable, it can be
generalized to any other similar decision tree-based method.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 12:25:57 GMT'}]","2007-05-23","[['Bentayeb', 'Fadila', '', 'ERIC'], ['Darmont', 'Jérôme', '', 'ERIC']]","2007-05-10"
"371",371,"0705.1538","Anita Reimer","A. Reimer (HEPL/KIPAC","GeV photon absorption in cosmologically evolving quasar environments","2 pages, 2 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:357-358,2007","10.1063/1.2757350","","astro-ph","","  The question of a possible redshift-dependence of gamma-ray absorption due to
gamma-gamma pair production of jet photons in the accretion disk and BLR
radiation field in strong-line quasars is investigated. For this relevant
aspects of cosmological black hole and quasar evolution are applied to the
expected pair production opacity of GeV-photons in those sources. I demonstrate
that for positively evolving and non-evolving accretion rates over cosmological
time, detectable gamma-ray optical depths originating within the AGN system
will show a redshift-dependence in the LAT energy range with larger opacity
from sources at higher redshifts. This introduces ambiguities in the
interpretation of spectral absorption features, and complicates approaches for
estimating the evolution of the extragalactic background light by probing the
gamma-ray horizon when using blazars whose external photon fields are involved
in gamma-ray production.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 19:15:47 GMT'}]","2009-06-23","[['Reimer', 'A.', '', 'HEPL/KIPAC, Stanford University']]","2007-05-10"
"372",372,"0705.1538","Anita Reimer","Stanford University)","GeV photon absorption in cosmologically evolving quasar environments","2 pages, 2 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:357-358,2007","10.1063/1.2757350","","astro-ph","","  The question of a possible redshift-dependence of gamma-ray absorption due to
gamma-gamma pair production of jet photons in the accretion disk and BLR
radiation field in strong-line quasars is investigated. For this relevant
aspects of cosmological black hole and quasar evolution are applied to the
expected pair production opacity of GeV-photons in those sources. I demonstrate
that for positively evolving and non-evolving accretion rates over cosmological
time, detectable gamma-ray optical depths originating within the AGN system
will show a redshift-dependence in the LAT energy range with larger opacity
from sources at higher redshifts. This introduces ambiguities in the
interpretation of spectral absorption features, and complicates approaches for
estimating the evolution of the extragalactic background light by probing the
gamma-ray horizon when using blazars whose external photon fields are involved
in gamma-ray production.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 19:15:47 GMT'}]","2009-06-23","[['Reimer', 'A.', '', 'HEPL/KIPAC, Stanford University']]","2007-05-10"
"373",373,"0705.1539","Anita Reimer","Anita Reimer and Olaf Reimer (HEPL/KIPAC","Massive stars in colliding wind systems: the GLAST perspective","3 pages, 3 figures; to appear in the Proc. of the First Int. GLAST
  Symp. (Stanford, Feb. 5-8, 2007), eds. S.Ritz, P.F.Michelson, and C.Meegan,
  AIP Conf. Proc","AIP Conf.Proc.921:217-219,2007","10.1063/1.2757304","","astro-ph","","  Colliding winds of massive stars in binary systems are considered as
candidate sites of high-energy non-thermal photon emission. They are already
among the suggested counterparts for a few individual unidentified EGRET
sources, but may constitute a detectable source population for the GLAST
observatory. The present work investigates such population study of massive
colliding wind systems at high-energy gamma-rays. Based on the recent detailed
model (Reimer et al. 2006) for non-thermal photon production in prime candidate
systems, we unveil the expected characteristics of this source class in the
observables accessible at LAT energies. Combining the broadband emission model
with the presently cataloged distribution of such systems and their individual
parameters allows us to conclude on the expected maximum number of
LAT-detections among massive stars in colliding wind binary systems.
","[{'version': 'v1', 'created': 'Thu, 10 May 2007 19:21:24 GMT'}]","2019-08-19","[['Reimer', 'Anita', '', 'HEPL/KIPAC, Stanford University'], ['Reimer', 'Olaf', '', 'HEPL/KIPAC, Stanford University']]","2007-05-10"
